vendor_name,service_month,consultant_count,hours_billed,amount_billed,amount_paid,accrual_amount,exception_count,accrual_pct
"The Computer Merchant, Ltd. (TCM)",2017-07-29,1,40,3000,0,3000,1,99.97
"The Computer Merchant, Ltd. (TCM)",2017-08-05,2,40,3000,0,3000,2,99.97
Ettain Group,2019-11-02,2,40,3000,0,3000,2,99.97
"The Computer Merchant, Ltd. (TCM)",2017-08-12,1,40,3000,0,3000,1,99.97
"The Computer Merchant, Ltd. (TCM)",2017-08-19,1,40,3000,0,3000,1,99.97
Ettain Group,2019-11-09,1,40,3000,0,3000,1,99.97
Ettain Group,2018-06-09,1,40,3000,0,3000,1,99.97
Ettain Group,2018-05-26,1,40,3000,0,3000,1,99.97
Judge Group,2019-06-08,3,40,3000,0,3000,2,99.97
EttainGroup,2014-11-01,2,40,3000,0,3000,1,99.97
Ettain Group,2020-08-22,1,40,3000,0,3000,1,99.97
EttainGroup,2016-03-05,2,40,3000,0,3000,2,99.97
"Insight Global, LLC",2025-04-19,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-05-03,2,40,3000,0,3000,2,99.97
"Insight Global, LLC",2025-05-17,1,40,3000,0,3000,1,99.97
EttainGroup,2016-03-26,1,40,3000,0,3000,1,99.97
EttainGroup,2016-03-19,1,40,3000,0,3000,1,99.97
EttainGroup,2016-03-12,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-08-21,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-04-05,2,40,3000,0,3000,2,99.97
"Beacon Hill Staffing Group, LLC",2021-08-14,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-08-07,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-07-31,1,40,3000,0,3000,1,99.97
EttainGroup,2016-02-27,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-07-24,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-07-17,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-04-12,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-08-28,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-04-09,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-01-08,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-03-26,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-03-05,2,40,3000,0,3000,2,99.97
"Mastech Digital Technologies, Inc.",2022-02-19,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-02-12,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-02-05,2,40,3000,0,3000,2,99.97
"Mastech Digital Technologies, Inc.",2022-01-29,1,40,3000,0,3000,1,99.97
EttainGroup,2016-04-02,2,40,3000,0,3000,2,99.97
"Insight Global, LLC",2025-03-29,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-09-18,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-01-11,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-09-04,2,40,3000,0,3000,2,99.97
"Insight Global, LLC",2025-01-18,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-02-01,2,40,3000,0,3000,1,99.97
"Insight Global, LLC",2025-03-15,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-06-19,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-06-12,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-05-31,1,40,3000,0,3000,1,99.97
EttainGroup,2016-01-23,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-02-06,1,40,3000,0,3000,1,99.97
Lodestar Consulting LLC,2014-11-08,2,40,3000,0,3000,1,99.97
Lodestar Consulting LLC,2014-07-15,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-01-31,1,40,3000,0,3000,1,99.97
EttainGroup,2016-01-30,1,40,3000,0,3000,1,99.97
"Vision Technology Services, LLC",2014-12-06,3,50,3000,0,3000,3,99.97
EttainGroup,2015-12-19,1,40,3000,0,3000,1,99.97
EttainGroup,2016-02-20,1,40,3000,0,3000,1,99.97
EttainGroup,2015-12-12,1,40,3000,0,3000,1,99.97
EttainGroup,2015-12-05,2,40,3000,0,3000,2,99.97
EttainGroup,2015-11-21,1,40,3000,0,3000,1,99.97
Winter Wyman,2021-04-17,1,40,3000,0,3000,1,99.97
EttainGroup,2015-11-14,1,40,3000,0,3000,1,99.97
EttainGroup,2015-11-07,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-02-13,1,40,3000,0,3000,1,99.97
EttainGroup,2016-02-06,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-02-20,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-02-28,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-03-06,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-03-13,1,40,3000,0,3000,1,99.97
EttainGroup,2016-02-13,1,40,3000,0,3000,1,99.97
Ettain Group,2020-08-29,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-03-27,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-04-03,2,40,3000,0,3000,2,99.97
"Beacon Hill Staffing Group, LLC",2021-04-10,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-04-17,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-04-24,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-04-30,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-05-08,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-05-15,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-05-22,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-04-02,2,40,3000,0,3000,2,99.97
"Mastech Digital Technologies, Inc.",2022-04-16,1,40,3000,0,3000,1,99.97
EttainGroup,2015-10-24,1,40,3000,0,3000,1,99.97
McInnis Consulting Services Inc,2022-05-31,1,0,3000,0,3000,0,99.97
"Discovery IT Group, LLC",2021-10-31,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-11-06,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-11-13,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-11-20,1,40,3000,0,3000,1,99.97
Meridian Technologies Inc,2020-12-31,2,48,3000,0,3000,2,99.97
"Discovery IT Group, LLC",2021-12-04,2,40,3000,0,3000,2,99.97
McInnis Consulting Services Inc,2022-03-19,1,0,3000,0,3000,0,99.97
"Discovery IT Group, LLC",2021-10-16,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-12-11,1,40,3000,0,3000,1,99.97
Ranstand Technologies,2014-05-24,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-12-18,1,40,3000,0,3000,1,99.97
Ranstand Technologies,2014-06-07,1,40,3000,0,3000,1,99.97
Ranstand Technologies,2014-06-14,1,40,3000,0,3000,1,99.97
Ranstand Technologies,2014-06-21,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-10-23,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-10-09,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-04-23,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-07-31,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2023-09-02,4,40,3000,0,3000,2,99.97
CompuGain LLC,2016-09-30,5,40,3000,0,3000,1,99.97
Bitsoft International Inc.,2024-03-02,1,0,3000,0,3000,0,99.97
Ettain Group,2017-11-11,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-07-17,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-07-24,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-08-07,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-10-02,2,40,3000,0,3000,2,99.97
"Discovery IT Group, LLC",2021-08-14,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-08-21,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-08-28,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-09-04,2,40,3000,0,3000,2,99.97
"Discovery IT Group, LLC",2021-09-18,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-09-25,1,40,3000,0,3000,1,99.97
Ranstand Technologies,2014-07-01,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2021-12-25,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2022-01-08,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2024-12-07,1,40,3000,0,3000,1,99.97
EttainGroup,2016-04-30,1,40,3000,0,3000,1,99.97
EttainGroup,2016-04-23,1,40,3000,0,3000,1,99.97
EttainGroup,2016-04-16,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-10-02,2,40,3000,0,3000,2,99.97
"Insight Global, LLC",2024-11-16,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2024-11-23,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2024-12-14,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2022-01-22,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-09-25,1,40,3000,0,3000,1,99.97
"Insight Global, LLC",2024-12-21,1,40,3000,0,3000,1,99.97
EttainGroup,2016-04-09,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-05-14,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-05-07,1,40,3000,0,3000,1,99.97
"Mastech Digital Technologies, Inc.",2022-04-30,1,40,3000,0,3000,1,99.97
EttainGroup,2016-05-07,1,40,3000,0,3000,1,99.97
EttainGroup,2016-05-14,1,40,3000,0,3000,1,99.97
EttainGroup,2016-05-28,1,40,3000,0,3000,1,99.97
EttainGroup,2016-06-11,1,40,3000,0,3000,1,99.97
EttainGroup,2016-06-18,1,40,3000,0,3000,1,99.97
EttainGroup,2016-06-25,1,40,3000,0,3000,1,99.97
EttainGroup,2016-07-02,2,40,3000,0,3000,2,99.97
EttainGroup,2016-07-16,1,40,3000,0,3000,1,99.97
EttainGroup,2016-07-23,1,40,3000,0,3000,1,99.97
EttainGroup,2016-07-30,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-10-09,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-10-16,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-10-23,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-10-30,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-11-06,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-11-13,1,40,3000,0,3000,1,99.97
"Discovery IT Group, LLC",2022-01-29,1,40,3000,0,3000,1,99.97
EttainGroup,2015-10-31,1,40,3000,0,3000,1,99.97
"Beacon Hill Staffing Group, LLC",2021-03-20,1,40,3000,0,3000,1,99.97
EttainGroup,2014-01-12,1,40,3000,0,3000,1,99.97
EttainGroup,2014-01-31,1,40,3000,0,3000,1,99.97
EttainGroup,2014-03-23,1,40,3000,0,3000,1,99.97
EttainGroup,2014-03-16,1,40,3000,0,3000,1,99.97
EttainGroup,2014-03-09,1,40,3000,0,3000,1,99.97
EttainGroup,2014-02-28,1,40,3000,0,3000,1,99.97
EttainGroup,2014-02-22,1,40,3000,0,3000,1,99.97
EttainGroup,2014-02-16,1,40,3000,0,3000,1,99.97
EttainGroup,2014-02-09,1,40,3000,0,3000,1,99.97
EttainGroup,2014-01-25,1,40,3000,0,3000,1,99.97
EttainGroup,2014-04-12,2,40,3000,0,3000,2,99.97
EttainGroup,2014-01-19,1,40,3000,0,3000,1,99.97
EttainGroup,2013-12-21,1,40,3000,0,3000,1,99.97
EttainGroup,2013-12-14,1,40,3000,0,3000,1,99.97
EttainGroup,2013-12-07,1,40,3000,0,3000,1,99.97
Ettain Group,2021-11-20,1,40,3000,0,3000,1,99.97
Ettain Group,2021-11-13,1,40,3000,0,3000,1,99.97
Ettain Group,2021-11-06,1,40,3000,0,3000,1,99.97
EttainGroup,2014-03-29,1,40,3000,0,3000,1,99.97
EttainGroup,2014-04-27,1,40,3000,0,3000,1,99.97
EttainGroup,2014-10-18,1,40,3000,0,3000,1,99.97
EttainGroup,2014-07-26,1,40,3000,0,3000,1,99.97
EttainGroup,2014-10-04,2,40,3000,0,3000,2,99.97
EttainGroup,2014-09-27,1,40,3000,0,3000,1,99.97
EttainGroup,2014-09-13,1,40,3000,0,3000,1,99.97
EttainGroup,2014-08-31,1,40,3000,0,3000,1,99.97
EttainGroup,2014-08-16,1,40,3000,0,3000,1,99.97
EttainGroup,2014-08-09,1,40,3000,0,3000,1,99.97
EttainGroup,2014-08-02,2,40,3000,0,3000,2,99.97
EttainGroup,2014-07-19,1,40,3000,0,3000,1,99.97
EttainGroup,2014-05-03,2,40,3000,0,3000,2,99.97
EttainGroup,2014-07-12,1,40,3000,0,3000,1,99.97
EttainGroup,2014-07-01,1,40,3000,0,3000,1,99.97
EttainGroup,2014-06-21,1,40,3000,0,3000,1,99.97
EttainGroup,2014-06-14,1,40,3000,0,3000,1,99.97
EttainGroup,2014-05-24,1,40,3000,0,3000,1,99.97
EttainGroup,2014-05-17,1,40,3000,0,3000,1,99.97
EttainGroup,2014-05-11,1,40,3000,0,3000,1,99.97
Ettain Group,2021-10-30,1,40,3000,0,3000,1,99.97
Ettain Group,2021-10-23,1,40,3000,0,3000,1,99.97
Ettain Group,2021-10-16,1,40,3000,0,3000,1,99.97
Ettain Group,2020-12-05,2,40,3000,0,3000,2,99.97
Ettain Group,2021-03-20,1,40,3000,0,3000,1,99.97
Ettain Group,2021-03-13,1,40,3000,0,3000,1,99.97
Ettain Group,2021-03-06,1,40,3000,0,3000,1,99.97
Ettain Group,2021-02-20,1,40,3000,0,3000,1,99.97
Ettain Group,2021-01-16,1,40,3000,0,3000,1,99.97
Ettain Group,2021-01-09,1,40,3000,0,3000,1,99.97
Ettain Group,2020-12-19,1,40,3000,0,3000,1,99.97
Ettain Group,2020-11-21,1,40,3000,0,3000,1,99.97
Needles Inc,2016-10-08,1,40,3000,0,3000,1,99.97
Ettain Group,2020-11-14,1,40,3000,0,3000,1,99.97
Ettain Group,2020-11-07,1,40,3000,0,3000,1,99.97
Ettain Group,2020-10-31,1,40,3000,0,3000,1,99.97
Ettain Group,2020-10-24,1,40,3000,0,3000,1,99.97
Ettain Group,2020-09-26,1,40,3000,0,3000,1,99.97
Ettain Group,2020-09-19,1,40,3000,0,3000,1,99.97
Ettain Group,2020-09-05,2,40,3000,0,3000,2,99.97
Ettain Group,2021-03-27,1,40,3000,0,3000,1,99.97
Ettain Group,2021-04-17,1,40,3000,0,3000,1,99.97
Ettain Group,2021-04-24,1,40,3000,0,3000,1,99.97
Ettain Group,2021-04-30,1,40,3000,0,3000,1,99.97
Ettain Group,2021-10-09,1,40,3000,0,3000,1,99.97
Needles Inc,2016-10-15,1,40,3000,0,3000,1,99.97
Needles Inc,2016-10-29,1,40,3000,0,3000,1,99.97
Needles Inc,2016-10-31,1,40,3000,0,3000,1,99.97
Ettain Group,2021-09-25,1,40,3000,0,3000,1,99.97
Ettain Group,2021-09-04,2,40,3000,0,3000,2,99.97
Ettain Group,2021-08-28,1,40,3000,0,3000,1,99.97
Ettain Group,2021-08-14,1,40,3000,0,3000,1,99.97
Ettain Group,2021-07-24,1,40,3000,0,3000,1,99.97
Ettain Group,2021-07-17,1,40,3000,0,3000,1,99.97
Ettain Group,2021-06-19,1,40,3000,0,3000,1,99.97
Ettain Group,2021-05-31,1,40,3000,0,3000,1,99.97
Ettain Group,2021-05-22,1,40,3000,0,3000,1,99.97
Ettain Group,2021-05-15,1,40,3000,0,3000,1,99.97
Ettain Group,2021-05-08,1,40,3000,0,3000,1,99.97
EttainGroup,2014-10-11,1,40,3000,0,3000,1,99.97
Ettain Group,2017-11-04,2,40,3000,0,3000,2,99.97
EttainGroup,2014-10-25,1,40,3000,0,3000,1,99.97
EttainGroup,2015-03-14,1,40,3000,0,3000,1,99.97
Needles Inc,2016-01-16,1,40,3000,0,3000,1,99.97
Needles Inc,2016-01-09,1,40,3000,0,3000,1,99.97
EttainGroup,2015-03-28,1,40,3000,0,3000,1,99.97
EttainGroup,2015-03-29,1,40,3000,0,3000,1,99.97
EttainGroup,2015-04-04,2,40,3000,0,3000,2,99.97
EttainGroup,2015-04-11,1,40,3000,0,3000,1,99.97
Needles Inc,2015-10-17,1,40,3000,0,3000,1,99.97
EttainGroup,2015-05-02,2,40,3000,0,3000,2,99.97
EttainGroup,2015-05-09,1,40,3000,0,3000,1,99.97
EttainGroup,2015-05-16,1,40,3000,0,3000,1,99.97
Needles Inc,2015-10-10,1,40,3000,0,3000,1,99.97
EttainGroup,2015-05-23,1,40,3000,0,3000,1,99.97
Needles Inc,2015-09-26,1,40,3000,0,3000,1,99.97
EttainGroup,2015-06-06,1,40,3000,0,3000,1,99.97
EttainGroup,2015-06-13,1,40,3000,0,3000,1,99.97
EttainGroup,2015-10-03,2,40,3000,0,3000,2,99.97
EttainGroup,2015-06-20,1,40,3000,0,3000,1,99.97
EttainGroup,2015-09-26,1,40,3000,0,3000,1,99.97
EttainGroup,2015-06-27,1,40,3000,0,3000,1,99.97
EttainGroup,2015-09-19,1,40,3000,0,3000,1,99.97
Needles Inc,2015-09-05,2,40,3000,0,3000,2,99.97
EttainGroup,2015-08-22,1,40,3000,0,3000,1,99.97
EttainGroup,2015-07-11,1,40,3000,0,3000,1,99.97
EttainGroup,2015-08-15,1,40,3000,0,3000,1,99.97
Needles Inc,2015-08-15,1,40,3000,0,3000,1,99.97
EttainGroup,2015-08-01,2,40,3000,0,3000,1,99.97
EttainGroup,2014-11-08,1,40,3000,0,3000,1,99.97
Needles Inc,2016-02-06,1,40,3000,0,3000,1,99.97
EttainGroup,2015-08-08,1,40,3000,0,3000,1,99.97
EttainGroup,2014-11-22,1,40,3000,0,3000,1,99.97
EttainGroup,2014-11-15,1,40,3000,0,3000,1,99.97
Needles Inc,2016-04-30,1,40,3000,0,3000,1,99.97
Needles Inc,2016-06-25,1,40,3000,0,3000,1,99.97
EttainGroup,2014-12-20,1,40,3000,0,3000,1,99.97
EttainGroup,2015-01-24,1,40,3000,0,3000,1,99.97
EttainGroup,2014-12-13,1,40,3000,0,3000,1,99.97
EttainGroup,2015-01-31,1,40,3000,0,3000,1,99.97
EttainGroup,2015-02-07,1,40,3000,0,3000,1,99.97
Needles Inc,2016-04-16,1,40,3000,0,3000,1,99.97
Needles Inc,2016-04-23,1,40,3000,0,3000,1,99.97
EttainGroup,2015-02-14,1,40,3000,0,3000,1,99.97
EttainGroup,2015-02-21,1,40,3000,0,3000,1,99.97
EttainGroup,2015-02-28,1,40,3000,0,3000,1,99.97
EttainGroup,2015-03-07,1,40,3000,0,3000,1,99.97
Pontoon Solutions Inc.,2019-06-05,1,24,2998.8,0,2998.8,1,99.97
The Davis Companies,2018-12-15,2,46,2990,0,2990,2,99.97
Needles Inc,2015-06-27,2,41.5,2988,0,2988,2,99.97
Needles Inc,2015-05-23,2,41.5,2988,0,2988,2,99.97
Experis,2016-08-13,2,76,2988,0,2988,2,99.97
Randstad Technologies,2021-03-27,1,37.3,2984,0,2984,1,99.97
Instant Technology,2015-10-17,2,48,2976,0,2976,2,99.97
Bank United,2016-02-20,1,33,2970,0,2970,1,99.97
Spotline LLC.,2018-03-31,5,56,2968,0,2968,2,99.97
Techorbit Inc.,2021-11-30,2,56,2968,0,2968,2,99.97
Needles Inc,2016-09-03,2,39.5,2962.5,0,2962.5,2,99.97
Winter Wyman,2021-04-10,1,39.5,2962.5,0,2962.5,1,99.97
Experis,2015-10-17,2,80,2960,0,2960,2,99.97
Experis,2016-03-05,4,80,2960,0,2960,4,99.97
Experis,2016-01-30,2,80,2960,0,2960,2,99.97
Experis,2016-02-27,2,80,2960,0,2960,2,99.97
Experis,2016-04-23,2,80,2960,0,2960,2,99.97
Experis,2016-04-16,2,80,2960,0,2960,2,99.97
Icon Medical Network Inc,2014-01-19,1,40,2960,0,2960,1,99.97
Experis,2015-12-19,2,80,2960,0,2960,2,99.97
Experis,2015-12-12,2,80,2960,0,2960,2,99.97
Experis,2016-04-09,2,80,2960,0,2960,2,99.97
Icon Medical Network Inc,2014-01-12,1,40,2960,0,2960,1,99.97
Experis,2015-12-05,4,80,2960,0,2960,4,99.97
Experis,2016-02-13,2,80,2960,0,2960,2,99.97
Experis,2016-04-02,4,80,2960,0,2960,4,99.97
Icon Medical Network Inc,2013-12-21,1,40,2960,0,2960,1,99.97
Experis,2015-11-21,2,80,2960,0,2960,2,99.97
Experis,2015-11-14,2,80,2960,0,2960,2,99.97
Experis,2016-03-12,2,80,2960,0,2960,2,99.97
Experis,2015-11-07,2,80,2960,0,2960,2,99.97
Experis,2015-10-24,2,80,2960,0,2960,2,99.97
Experis,2015-09-26,2,80,2960,0,2960,2,99.97
Experis,2015-10-03,5,80,2960,0,2960,4,99.97
Experis,2016-03-19,2,80,2960,0,2960,2,99.97
Experis,2015-10-10,2,80,2960,0,2960,2,99.97
Experis,2016-02-06,4,80,2960,0,2960,2,99.97
Icon Medical Network Inc,2013-12-14,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2014-02-28,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2014-01-31,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2014-01-25,1,40,2960,0,2960,1,99.97
Priserve Consulting Inc,2014-11-30,3,80,2960,0,2960,2,99.97
Icon Medical Network Inc,2014-03-09,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2013-12-07,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2014-02-22,1,40,2960,0,2960,1,99.97
Icon Medical Network Inc,2014-02-16,1,40,2960,0,2960,1,99.97
Synechron Inc.,2019-08-03,2,40,2960,0,2960,2,99.97
Icon Medical Network Inc,2014-02-09,1,40,2960,0,2960,1,99.97
KPIT,2018-02-28,1,0,2952.37,0,2952.37,0,99.97
Needles Inc,2015-05-16,2,41,2952,0,2952,2,99.97
Needles Inc,2015-06-20,2,41,2952,0,2952,2,99.97
TEKsystems Inc,2019-06-15,2,41,2952,0,2952,2,99.97
Randstad Technologies,2016-01-02,4,64,2944,0,2944,2,99.97
"Compunell Software Group, Inc.",2015-09-30,3,64,2944,0,2944,2,99.97
"The Computer Merchant, Ltd. (TCM)",2017-06-17,1,40,2940,0,2940,1,99.97
MODIS Inc,2014-01-31,2,42,2940,0,2940,2,99.97
"The Computer Merchant, Ltd. (TCM)",2017-06-30,2,40,2940,0,2940,1,99.97
MODIS Inc,2014-07-05,2,42,2940,0,2940,2,99.97
Robert Half International,2019-11-16,2,56,2940,0,2940,2,99.97
"K-Force, Inc.",2014-03-23,2,52,2940,0,2940,2,99.97
The Davis Companies,2018-11-03,2,45,2925,0,2925,2,99.97
Instant Technology,2016-12-17,2,45,2925,0,2925,2,99.97
"Insight Global, LLC",2025-03-22,1,39,2925,0,2925,1,99.97
Synechron Inc,2022-10-31,1,40,2920,0,2920,1,99.97
Synechron Inc,2022-03-05,2,40,2920,0,2920,2,99.97
Infosys Limited,2018-05-01,4,0,2909.05,0,2909.05,1,99.97
TEKSYSTEMS,2020-02-08,2,46,2900.3,0,2900.3,2,99.97
TEKSYSTEMS,2019-10-19,2,46,2900.3,0,2900.3,2,99.97
"RockCrest Technology Search, Inc",2013-12-14,1,40,2900,0,2900,1,99.97
"RockCrest Technology Search, Inc",2013-12-07,1,40,2900,0,2900,1,99.97
"RockCrest Technology Search, Inc",2013-12-28,1,40,2900,0,2900,1,99.97
TEKsystems Inc,2019-08-31,2,41.5,2898.36,0,2898.36,2,99.97
Ettain Group,2016-11-26,2,49.5,2896.5,0,2896.5,2,99.97
Spectraforce Technologies Inc.,2024-05-31,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2024-11-02,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2024-07-31,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2023-06-03,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2023-06-30,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2023-10-31,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2024-04-30,5,176,12496,9600,2896,1,23.17
Spectraforce Technologies Inc.,2024-08-31,5,176,12496,9600,2896,1,23.17
Artech Information Systems LLC,2023-06-24,6,52,2894.62,0,2894.62,3,99.97
Randstad Technologies,2018-07-07,1,34,2890,0,2890,1,99.97
Rose International Inc,2016-12-03,2,34,2881.16,0,2881.16,2,99.97
Insight Global LLC,2022-04-23,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-06-04,2,40,2880,0,2880,2,99.97
Insight Global LLC,2022-06-11,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-06-18,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-06-25,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-01-15,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-07-02,2,40,2880,0,2880,2,99.97
Insight Global LLC,2022-04-09,1,40,2880,0,2880,1,99.97
"SPAR Solutions, LLC",2019-06-30,7,40,2880,0,2880,4,99.97
"Global Bridge InfoTech, Inc.",2022-02-28,2,40,2880,0,2880,2,99.97
Judge Group,2018-04-21,1,40,2880,0,2880,1,99.97
XL Impex Inc DBA Atika Technologies,2018-01-31,2,64,2880,0,2880,2,99.97
Insight Global LLC,2022-04-16,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-02-12,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-03-26,1,40,2880,0,2880,1,99.97
"Global Information Technology, Inc.",2014-01-31,14,64,2880,0,2880,8,99.97
Insight Global LLC,2022-02-19,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-01-08,1,40,2880,0,2880,1,99.97
Insight Global LLC,2022-02-05,2,40,2880,0,2880,2,99.97
Insight Global LLC,2022-01-29,1,40,2880,0,2880,1,99.97
SYSTEL INC,2015-02-15,2,80,2880,0,2880,2,99.97
Experis,2018-11-24,4,128,2880,0,2880,4,99.97
Insight Global LLC,2021-11-13,1,40,2880,0,2880,1,99.97
Insight Global LLC,2021-11-20,1,40,2880,0,2880,1,99.97
Insight Global LLC,2021-12-04,2,40,2880,0,2880,2,99.97
Judge Group,2019-05-25,1,40,2880,0,2880,1,99.97
Insight Global LLC,2021-12-11,1,40,2880,0,2880,1,99.97
Insight Global LLC,2021-12-18,1,40,2880,0,2880,1,99.97
Judge Group,2019-02-09,1,40,2880,0,2880,1,99.97
Judge Group,2018-10-31,1,40,2880,0,2880,1,99.97
Infomerica Inc,2019-03-02,3,64,2880,0,2880,3,99.97
TEKsystems Inc,2019-03-09,1,40,2880,0,2880,1,99.97
Needles Inc,2015-02-28,1,40,2880,0,2880,1,99.97
Needles Inc,2014-07-01,1,40,2880,0,2880,1,99.97
Needles Inc,2014-06-28,1,40,2880,0,2880,1,99.97
